rules	support	confidence	lift
{oil} => {whole milk}	0.0116666666666667	0.426829268292683	1.71188209208295
{whole milk} => {oil}	0.0116666666666667	0.0467914438502674	1.71188209208295
{sliced cheese} => {whole milk}	0.011	0.4125	1.65441176470588
{whole milk} => {sliced cheese}	0.011	0.0441176470588235	1.65441176470588
{onions} => {other vegetables}	0.0136666666666667	0.506172839506173	2.80687341685493
{other vegetables} => {onions}	0.0136666666666667	0.0757855822550832	2.80687341685493
{onions} => {whole milk}	0.0116666666666667	0.432098765432099	1.73301643889879
{whole milk} => {onions}	0.0116666666666667	0.0467914438502674	1.73301643889879
{grapes} => {other vegetables}	0.012	0.346153846153846	1.91952225223944
{other vegetables} => {grapes}	0.012	0.066543438077634	1.91952225223944
{grapes} => {whole milk}	0.0106666666666667	0.307692307692308	1.23406005758947
{whole milk} => {grapes}	0.0106666666666667	0.0427807486631016	1.23406005758947
{hygiene articles} => {whole milk}	0.0113333333333333	0.354166666666667	1.42045454545455
{whole milk} => {hygiene articles}	0.0113333333333333	0.0454545454545455	1.42045454545455
{dessert} => {other vegetables}	0.011	0.351063829787234	1.94674951822865
{other vegetables} => {dessert}	0.011	0.0609981515711645	1.94674951822865
{dessert} => {whole milk}	0.012	0.382978723404255	1.53601092274434
{whole milk} => {dessert}	0.012	0.0481283422459893	1.53601092274434
{sugar} => {whole milk}	0.0143333333333333	0.443298969072165	1.77793704173328
{whole milk} => {sugar}	0.0143333333333333	0.0574866310160428	1.77793704173328
{canned beer} => {rolls/buns}	0.01	0.157068062827225	0.889064506569199
{rolls/buns} => {canned beer}	0.01	0.0566037735849057	0.889064506569199
{salty snack} => {soda}	0.0106666666666667	0.26890756302521	1.7575657714066
{soda} => {salty snack}	0.0106666666666667	0.0697167755991285	1.7575657714066
{hamburger meat} => {other vegetables}	0.0143333333333333	0.425742574257426	2.36086455225929
{other vegetables} => {hamburger meat}	0.0143333333333333	0.0794824399260629	2.36086455225929
{hamburger meat} => {whole milk}	0.0146666666666667	0.435643564356436	1.7472335468841
{whole milk} => {hamburger meat}	0.0146666666666667	0.0588235294117647	1.7472335468841
{cream cheese } => {other vegetables}	0.0103333333333333	0.276785714285714	1.53485608661209
{other vegetables} => {cream cheese }	0.0103333333333333	0.0573012939001848	1.53485608661209
{cream cheese } => {whole milk}	0.0156666666666667	0.419642857142857	1.68305958747135
{whole milk} => {cream cheese }	0.0156666666666667	0.0628342245989305	1.68305958747135
{long life bakery product} => {yogurt}	0.01	0.272727272727273	1.95270123671078
{yogurt} => {long life bakery product}	0.01	0.0715990453460621	1.95270123671078
{long life bakery product} => {whole milk}	0.0123333333333333	0.336363636363636	1.34905201750122
{whole milk} => {long life bakery product}	0.0123333333333333	0.0494652406417112	1.34905201750122
{white bread} => {other vegetables}	0.011	0.308411214953271	1.71022854872424
{other vegetables} => {white bread}	0.011	0.0609981515711645	1.71022854872424
{white bread} => {whole milk}	0.0153333333333333	0.429906542056075	1.72422409915538
{whole milk} => {white bread}	0.0153333333333333	0.0614973262032086	1.72422409915538
{waffles} => {whole milk}	0.0123333333333333	0.316239316239316	1.26833950363362
{whole milk} => {waffles}	0.0123333333333333	0.0494652406417112	1.26833950363362
{berries} => {whipped/sour cream}	0.011	0.3	4.78723404255319
{whipped/sour cream} => {berries}	0.011	0.175531914893617	4.78723404255319
{berries} => {yogurt}	0.013	0.354545454545455	2.53851160772402
{yogurt} => {berries}	0.013	0.0930787589498807	2.53851160772402
{berries} => {other vegetables}	0.0116666666666667	0.318181818181818	1.76440934296757
{other vegetables} => {berries}	0.0116666666666667	0.0646950092421442	1.76440934296757
{berries} => {whole milk}	0.0133333333333333	0.363636363636364	1.45843461351483
{whole milk} => {berries}	0.0133333333333333	0.053475935828877	1.45843461351483
{chicken} => {root vegetables}	0.0126666666666667	0.273381294964029	2.71570822811949
{root vegetables} => {chicken}	0.0126666666666667	0.125827814569536	2.71570822811949
{chicken} => {rolls/buns}	0.0106666666666667	0.23021582733813	1.30310845663092
{rolls/buns} => {chicken}	0.0106666666666667	0.060377358490566	1.30310845663092
{chicken} => {other vegetables}	0.0176666666666667	0.381294964028777	2.11438981901355
{other vegetables} => {chicken}	0.0176666666666667	0.0979667282809612	2.11438981901355
{chicken} => {whole milk}	0.0166666666666667	0.359712230215827	1.44269611049129
{whole milk} => {chicken}	0.0166666666666667	0.0668449197860963	1.44269611049129
{coffee} => {shopping bags}	0.01	0.194805194805195	1.96772924045651
{shopping bags} => {coffee}	0.01	0.101010101010101	1.96772924045651
{coffee} => {rolls/buns}	0.0103333333333333	0.201298701298701	1.13942661112472
{rolls/buns} => {coffee}	0.0103333333333333	0.0584905660377358	1.13942661112472
{coffee} => {other vegetables}	0.0106666666666667	0.207792207792208	1.15226732601964
{other vegetables} => {coffee}	0.0106666666666667	0.0591497227356747	1.15226732601964
{coffee} => {whole milk}	0.0173333333333333	0.337662337662338	1.35426071254948
{whole milk} => {coffee}	0.0173333333333333	0.0695187165775401	1.35426071254948
{margarine} => {yogurt}	0.0126666666666667	0.256756756756757	1.83835386699348
{yogurt} => {margarine}	0.0126666666666667	0.0906921241050119	1.83835386699348
{margarine} => {rolls/buns}	0.0126666666666667	0.256756756756757	1.45334013258542
{rolls/buns} => {margarine}	0.0126666666666667	0.0716981132075472	1.45334013258542
{margarine} => {other vegetables}	0.0156666666666667	0.317567567567568	1.76100314732477
{other vegetables} => {margarine}	0.0156666666666667	0.0868761552680222	1.76100314732477
{margarine} => {whole milk}	0.0176666666666667	0.358108108108108	1.43626246567423
{whole milk} => {margarine}	0.0176666666666667	0.070855614973262	1.43626246567423
{frozen vegetables} => {root vegetables}	0.0103333333333333	0.223021582733813	2.21544618609748
{root vegetables} => {frozen vegetables}	0.0103333333333333	0.102649006622517	2.21544618609748
{frozen vegetables} => {yogurt}	0.0133333333333333	0.287769784172662	2.06040418262049
{yogurt} => {frozen vegetables}	0.0133333333333333	0.0954653937947494	2.06040418262049
{frozen vegetables} => {rolls/buns}	0.0106666666666667	0.23021582733813	1.30310845663092
{rolls/buns} => {frozen vegetables}	0.0106666666666667	0.060377358490566	1.30310845663092
{frozen vegetables} => {other vegetables}	0.0176666666666667	0.381294964028777	2.11438981901355
{other vegetables} => {frozen vegetables}	0.0176666666666667	0.0979667282809612	2.11438981901355
{frozen vegetables} => {whole milk}	0.018	0.388489208633094	1.55811179933059
{whole milk} => {frozen vegetables}	0.018	0.072192513368984	1.55811179933059
{bottled beer} => {bottled water}	0.018	0.24	2.3841059602649
{bottled water} => {bottled beer}	0.018	0.178807947019868	2.3841059602649
{bottled beer} => {soda}	0.014	0.186666666666667	1.22004357298475
{soda} => {bottled beer}	0.014	0.0915032679738562	1.22004357298475
{bottled beer} => {rolls/buns}	0.0143333333333333	0.191111111111111	1.08176100628931
{rolls/buns} => {bottled beer}	0.0143333333333333	0.0811320754716981	1.08176100628931
{bottled beer} => {other vegetables}	0.014	0.186666666666667	1.03512014787431
{other vegetables} => {bottled beer}	0.014	0.077634011090573	1.03512014787431
{bottled beer} => {whole milk}	0.0166666666666667	0.222222222222222	0.89126559714795
{whole milk} => {bottled beer}	0.0166666666666667	0.0668449197860963	0.89126559714795
{curd} => {sausage}	0.01	0.186335403726708	1.88853449723015
{sausage} => {curd}	0.01	0.101351351351351	1.88853449723015
{curd} => {tropical fruit}	0.0113333333333333	0.211180124223602	2.08401438378555
{tropical fruit} => {curd}	0.0113333333333333	0.111842105263158	2.08401438378555
{curd} => {root vegetables}	0.0103333333333333	0.192546583850932	1.91271440911522
{root vegetables} => {curd}	0.0103333333333333	0.102649006622517	1.91271440911522
{curd} => {yogurt}	0.0166666666666667	0.31055900621118	2.22357283683423
{yogurt} => {curd}	0.0166666666666667	0.119331742243437	2.22357283683423
{curd} => {other vegetables}	0.0133333333333333	0.248447204968944	1.37771093328435
{other vegetables} => {curd}	0.0133333333333333	0.0739371534195934	1.37771093328435
{curd} => {whole milk}	0.0263333333333333	0.490683229813665	1.96798086823662
{whole milk} => {curd}	0.0263333333333333	0.105614973262032	1.96798086823662
{chocolate} => {pastry}	0.01	0.179640718562874	2.06483584555028
{pastry} => {chocolate}	0.01	0.114942528735632	2.06483584555028
{chocolate} => {shopping bags}	0.0106666666666667	0.191616766467066	1.93552289360673
{shopping bags} => {chocolate}	0.0106666666666667	0.107744107744108	1.93552289360673
{chocolate} => {soda}	0.0156666666666667	0.281437125748503	1.83945833822551
{soda} => {chocolate}	0.0156666666666667	0.10239651416122	1.83945833822551
{chocolate} => {rolls/buns}	0.0126666666666667	0.227544910179641	1.28799005762061
{rolls/buns} => {chocolate}	0.0126666666666667	0.0716981132075472	1.28799005762061
{chocolate} => {other vegetables}	0.013	0.233532934131737	1.29500702845695
{other vegetables} => {chocolate}	0.013	0.0720887245841035	1.29500702845695
{chocolate} => {whole milk}	0.0206666666666667	0.37125748502994	1.48900060840885
{whole milk} => {chocolate}	0.0206666666666667	0.0828877005347594	1.48900060840885
{pork} => {root vegetables}	0.013	0.242236024844721	2.40631812759656
{root vegetables} => {pork}	0.013	0.129139072847682	2.40631812759656
{pork} => {rolls/buns}	0.0103333333333333	0.192546583850932	1.08988632368452
{rolls/buns} => {pork}	0.0103333333333333	0.0584905660377358	1.08988632368452
{pork} => {other vegetables}	0.0206666666666667	0.385093167701863	2.13545194659074
{other vegetables} => {pork}	0.0206666666666667	0.11460258780037	2.13545194659074
{pork} => {whole milk}	0.0216666666666667	0.403726708074534	1.61922476500482
{whole milk} => {pork}	0.0216666666666667	0.0868983957219251	1.61922476500482
{beef} => {root vegetables}	0.017	0.303571428571429	3.01561021759697
{root vegetables} => {beef}	0.017	0.16887417218543	3.01561021759697
{beef} => {yogurt}	0.0143333333333333	0.255952380952381	1.83259461302421
{yogurt} => {beef}	0.0143333333333333	0.102625298329356	1.83259461302421
{beef} => {rolls/buns}	0.0146666666666667	0.261904761904762	1.48247978436658
{rolls/buns} => {beef}	0.0146666666666667	0.0830188679245283	1.48247978436658
{beef} => {other vegetables}	0.021	0.375	2.07948243992606
{other vegetables} => {beef}	0.021	0.11645101663586	2.07948243992606
{beef} => {whole milk}	0.0246666666666667	0.44047619047619	1.76661573720397
{whole milk} => {beef}	0.0246666666666667	0.0989304812834225	1.76661573720397
{butter} => {domestic eggs}	0.01	0.188679245283019	3.34933571508318
{domestic eggs} => {butter}	0.01	0.177514792899408	3.34933571508317
{butter} => {bottled water}	0.012	0.226415094339623	2.24915656628764
{bottled water} => {butter}	0.012	0.119205298013245	2.24915656628764
{butter} => {root vegetables}	0.0116666666666667	0.220125786163522	2.18667999500187
{root vegetables} => {butter}	0.0116666666666667	0.115894039735099	2.18667999500187
{butter} => {yogurt}	0.0146666666666667	0.276729559748428	1.98135722970235
{yogurt} => {butter}	0.0146666666666667	0.105011933174224	1.98135722970235
{butter} => {rolls/buns}	0.013	0.245283018867925	1.38839444642221
{rolls/buns} => {butter}	0.013	0.0735849056603774	1.38839444642221
{butter} => {other vegetables}	0.0193333333333333	0.364779874213836	2.02280891430963
{other vegetables} => {butter}	0.0193333333333333	0.10720887245841	2.02280891430963
{butter} => {whole milk}	0.0253333333333333	0.477987421383648	1.91706185046918
{whole milk} => {butter}	0.0253333333333333	0.101604278074866	1.91706185046918
{domestic eggs} => {root vegetables}	0.0123333333333333	0.218934911242604	2.17485011168149
{root vegetables} => {domestic eggs}	0.0123333333333333	0.122516556291391	2.17485011168149
{domestic eggs} => {soda}	0.0103333333333333	0.183431952662722	1.19890165139034
{soda} => {domestic eggs}	0.0103333333333333	0.0675381263616558	1.19890165139034
{domestic eggs} => {yogurt}	0.013	0.230769230769231	1.6522856618322
{yogurt} => {domestic eggs}	0.013	0.0930787589498807	1.6522856618322
{domestic eggs} => {rolls/buns}	0.0113333333333333	0.201183431952663	1.13877414312828
{rolls/buns} => {domestic eggs}	0.0113333333333333	0.0641509433962264	1.13877414312828
{domestic eggs} => {other vegetables}	0.0203333333333333	0.36094674556213	2.00155311771976
{other vegetables} => {domestic eggs}	0.0203333333333333	0.11275415896488	2.00155311771976
{domestic eggs} => {whole milk}	0.024	0.42603550295858	1.70869854127773
{whole milk} => {domestic eggs}	0.024	0.0962566844919786	1.70869854127773
{brown bread} => {shopping bags}	0.011	0.173684210526316	1.75438596491228
{shopping bags} => {brown bread}	0.011	0.111111111111111	1.75438596491228
{brown bread} => {sausage}	0.0106666666666667	0.168421052631579	1.70697012802276
{sausage} => {brown bread}	0.0106666666666667	0.108108108108108	1.70697012802276
{brown bread} => {tropical fruit}	0.0106666666666667	0.168421052631579	1.66204986149584
{tropical fruit} => {brown bread}	0.0106666666666667	0.105263157894737	1.66204986149584
{brown bread} => {soda}	0.01	0.157894736842105	1.03199174406605
{soda} => {brown bread}	0.01	0.065359477124183	1.03199174406605
{brown bread} => {yogurt}	0.0133333333333333	0.210526315789474	1.50734832307499
{yogurt} => {brown bread}	0.0133333333333333	0.0954653937947494	1.50734832307499
{brown bread} => {other vegetables}	0.0176666666666667	0.278947368421053	1.54684307812044
{other vegetables} => {brown bread}	0.0176666666666667	0.0979667282809612	1.54684307812044
{brown bread} => {whole milk}	0.0253333333333333	0.4	1.60427807486631
{whole milk} => {brown bread}	0.0253333333333333	0.101604278074866	1.60427807486631
{napkins} => {sausage}	0.01	0.173410404624277	1.75753788470551
{sausage} => {napkins}	0.01	0.101351351351351	1.75753788470551
{napkins} => {tropical fruit}	0.01	0.173410404624277	1.71128688773958
{tropical fruit} => {napkins}	0.01	0.0986842105263158	1.71128688773958
{napkins} => {root vegetables}	0.0126666666666667	0.219653179190751	2.18198522374919
{root vegetables} => {napkins}	0.0126666666666667	0.125827814569536	2.18198522374919
{napkins} => {soda}	0.0123333333333333	0.213872832369942	1.39786164947675
{soda} => {napkins}	0.0123333333333333	0.0806100217864924	1.39786164947675
{napkins} => {yogurt}	0.0116666666666667	0.202312138728324	1.4485355994868
{yogurt} => {napkins}	0.0116666666666667	0.0835322195704057	1.4485355994868
{napkins} => {rolls/buns}	0.013	0.225433526011561	1.27603882648053
{rolls/buns} => {napkins}	0.013	0.0735849056603774	1.27603882648053
{napkins} => {other vegetables}	0.0166666666666667	0.289017341040462	1.60268396140737
{other vegetables} => {napkins}	0.0166666666666667	0.0924214417744917	1.60268396140737
{napkins} => {whole milk}	0.021	0.364161849710983	1.46054217798522
{whole milk} => {napkins}	0.021	0.0842245989304813	1.46054217798522
{frankfurter} => {sausage}	0.0103333333333333	0.13716814159292	1.3902176512796
{sausage} => {frankfurter}	0.0103333333333333	0.10472972972973	1.3902176512796
{frankfurter} => {yogurt}	0.0116666666666667	0.154867256637168	1.10883477305848
{yogurt} => {frankfurter}	0.0116666666666667	0.0835322195704057	1.10883477305848
{frankfurter} => {rolls/buns}	0.0166666666666667	0.221238938053097	1.25229587577225
{rolls/buns} => {frankfurter}	0.0166666666666667	0.0943396226415094	1.25229587577225
{frankfurter} => {other vegetables}	0.0163333333333333	0.216814159292035	1.20229663193365
{other vegetables} => {frankfurter}	0.0163333333333333	0.0905730129390018	1.20229663193365
{frankfurter} => {whole milk}	0.0226666666666667	0.300884955752212	1.20675784392599
{whole milk} => {frankfurter}	0.0226666666666667	0.0909090909090909	1.20675784392599
{newspapers} => {bottled water}	0.0113333333333333	0.147186147186147	1.4621140448955
{bottled water} => {newspapers}	0.0113333333333333	0.112582781456954	1.4621140448955
{newspapers} => {tropical fruit}	0.0113333333333333	0.147186147186147	1.45249487354751
{tropical fruit} => {newspapers}	0.0113333333333333	0.111842105263158	1.45249487354751
{newspapers} => {root vegetables}	0.012	0.155844155844156	1.54812075341877
{root vegetables} => {newspapers}	0.012	0.119205298013245	1.54812075341877
{newspapers} => {soda}	0.013	0.168831168831169	1.10347169170699
{soda} => {newspapers}	0.013	0.0849673202614379	1.10347169170699
{newspapers} => {yogurt}	0.0173333333333333	0.225108225108225	1.61175340172954
{yogurt} => {newspapers}	0.0173333333333333	0.124105011933174	1.61175340172954
{newspapers} => {rolls/buns}	0.0206666666666667	0.268398268398268	1.51923548149963
{rolls/buns} => {newspapers}	0.0206666666666667	0.116981132075472	1.51923548149963
{newspapers} => {other vegetables}	0.0213333333333333	0.277056277056277	1.53635643469285
{other vegetables} => {newspapers}	0.0213333333333333	0.118299445471349	1.53635643469285
{newspapers} => {whole milk}	0.024	0.311688311688312	1.25008681158414
{whole milk} => {newspapers}	0.024	0.0962566844919786	1.25008681158414
{whipped/sour cream} => {tropical fruit}	0.01	0.159574468085106	1.57474804031355
{tropical fruit} => {whipped/sour cream}	0.01	0.0986842105263158	1.57474804031355
{whipped/sour cream} => {root vegetables}	0.013	0.207446808510638	2.06072988586727
{root vegetables} => {whipped/sour cream}	0.013	0.129139072847682	2.06072988586727
{whipped/sour cream} => {yogurt}	0.0186666666666667	0.297872340425532	2.13273752094653
{yogurt} => {whipped/sour cream}	0.0186666666666667	0.133651551312649	2.13273752094653
{whipped/sour cream} => {rolls/buns}	0.0133333333333333	0.212765957446809	1.20433560818948
{rolls/buns} => {whipped/sour cream}	0.0133333333333333	0.0754716981132075	1.20433560818948
{whipped/sour cream} => {other vegetables}	0.0253333333333333	0.404255319148936	2.24171156644512
{other vegetables} => {whipped/sour cream}	0.0253333333333333	0.140480591497227	2.24171156644512
{whipped/sour cream} => {whole milk}	0.027	0.430851063829787	1.72801228808738
{whole milk} => {whipped/sour cream}	0.027	0.108288770053476	1.72801228808738
{fruit/vegetable juice} => {shopping bags}	0.0103333333333333	0.155	1.56565656565657
{shopping bags} => {fruit/vegetable juice}	0.0103333333333333	0.104377104377104	1.56565656565657
{fruit/vegetable juice} => {bottled water}	0.0136666666666667	0.205	2.0364238410596
{bottled water} => {fruit/vegetable juice}	0.0136666666666667	0.135761589403974	2.0364238410596
{fruit/vegetable juice} => {sausage}	0.0123333333333333	0.185	1.875
{sausage} => {fruit/vegetable juice}	0.0123333333333333	0.125	1.875
{fruit/vegetable juice} => {tropical fruit}	0.0106666666666667	0.16	1.57894736842105
{tropical fruit} => {fruit/vegetable juice}	0.0106666666666667	0.105263157894737	1.57894736842105
{fruit/vegetable juice} => {soda}	0.0166666666666667	0.25	1.63398692810458
{soda} => {fruit/vegetable juice}	0.0166666666666667	0.108932461873638	1.63398692810458
{fruit/vegetable juice} => {yogurt}	0.0166666666666667	0.25	1.78997613365155
{yogurt} => {fruit/vegetable juice}	0.0166666666666667	0.119331742243437	1.78997613365155
{fruit/vegetable juice} => {rolls/buns}	0.0116666666666667	0.175	0.990566037735849
{rolls/buns} => {fruit/vegetable juice}	0.0116666666666667	0.0660377358490566	0.990566037735849
{fruit/vegetable juice} => {other vegetables}	0.0183333333333333	0.275	1.52495378927911
{other vegetables} => {fruit/vegetable juice}	0.0183333333333333	0.101663585951941	1.52495378927911
{fruit/vegetable juice} => {whole milk}	0.0243333333333333	0.365	1.46390374331551
{whole milk} => {fruit/vegetable juice}	0.0243333333333333	0.0975935828877005	1.46390374331551
{pip fruit} => {citrus fruit}	0.012	0.174757281553398	2.25979243388015
{citrus fruit} => {pip fruit}	0.012	0.155172413793103	2.25979243388015
{pip fruit} => {bottled water}	0.0106666666666667	0.155339805825243	1.54311065389314
{bottled water} => {pip fruit}	0.0106666666666667	0.105960264900662	1.54311065389314
{pip fruit} => {sausage}	0.0116666666666667	0.169902912621359	1.72198897927053
{sausage} => {pip fruit}	0.0116666666666667	0.118243243243243	1.72198897927053
{pip fruit} => {tropical fruit}	0.018	0.262135922330097	2.58686765457333
{tropical fruit} => {pip fruit}	0.018	0.177631578947368	2.58686765457333
{pip fruit} => {root vegetables}	0.0133333333333333	0.194174757281553	1.92888831736642
{root vegetables} => {pip fruit}	0.0133333333333333	0.132450331125828	1.92888831736642
{pip fruit} => {yogurt}	0.0146666666666667	0.213592233009709	1.52929999768288
{yogurt} => {pip fruit}	0.0146666666666667	0.105011933174224	1.52929999768288
{pip fruit} => {rolls/buns}	0.016	0.233009708737864	1.31892287964829
{rolls/buns} => {pip fruit}	0.016	0.0905660377358491	1.31892287964829
{pip fruit} => {other vegetables}	0.027	0.393203883495146	2.18042818943704
{other vegetables} => {pip fruit}	0.027	0.149722735674677	2.18042818943704
{pip fruit} => {whole milk}	0.0253333333333333	0.368932038834951	1.4796739525466
{whole milk} => {pip fruit}	0.0253333333333333	0.101604278074866	1.4796739525466
{pastry} => {shopping bags}	0.0123333333333333	0.14176245210728	1.43194396067959
{shopping bags} => {pastry}	0.0123333333333333	0.124579124579125	1.43194396067959
{pastry} => {sausage}	0.0123333333333333	0.14176245210728	1.4367816091954
{sausage} => {pastry}	0.0123333333333333	0.125	1.4367816091954
{pastry} => {tropical fruit}	0.0123333333333333	0.14176245210728	1.39897156684815
{tropical fruit} => {pastry}	0.0123333333333333	0.121710526315789	1.39897156684816
{pastry} => {root vegetables}	0.01	0.114942528735632	1.14181319936058
{root vegetables} => {pastry}	0.01	0.0993377483443709	1.14181319936058
{pastry} => {soda}	0.0196666666666667	0.226053639846743	1.47747477024015
{soda} => {pastry}	0.0196666666666667	0.128540305010893	1.47747477024015
{pastry} => {yogurt}	0.0166666666666667	0.191570881226054	1.37162922118893
{yogurt} => {pastry}	0.0166666666666667	0.119331742243437	1.37162922118893
{pastry} => {rolls/buns}	0.0173333333333333	0.199233716475096	1.12773801778356
{rolls/buns} => {pastry}	0.0173333333333333	0.0981132075471698	1.12773801778356
{pastry} => {other vegetables}	0.0226666666666667	0.260536398467433	1.44474897486562
{other vegetables} => {pastry}	0.0226666666666667	0.125693160813309	1.44474897486562
{pastry} => {whole milk}	0.0353333333333333	0.406130268199234	1.62886471202901
{whole milk} => {pastry}	0.0353333333333333	0.141711229946524	1.62886471202901
{citrus fruit} => {bottled water}	0.0126666666666667	0.163793103448276	1.62708380908883
{bottled water} => {citrus fruit}	0.0126666666666667	0.125827814569536	1.62708380908883
{citrus fruit} => {sausage}	0.0116666666666667	0.150862068965517	1.52900745573159
{sausage} => {citrus fruit}	0.0116666666666667	0.118243243243243	1.52900745573159
{citrus fruit} => {tropical fruit}	0.018	0.232758620689655	2.29696007259528
{tropical fruit} => {citrus fruit}	0.018	0.177631578947368	2.29696007259528
{citrus fruit} => {root vegetables}	0.016	0.206896551724138	2.05526375884905
{root vegetables} => {citrus fruit}	0.016	0.158940397350993	2.05526375884905
{citrus fruit} => {soda}	0.01	0.129310344827586	0.845165652467884
